tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	tex1[5]	tex1[6]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	dtab1[10]	dtab1[11]	dtab1[12]	dtab1[13]	dtab1[14]	dtab1[15]	dtab1[16]	dtab1[17]	dtab1[18]	dtab1[19]	dtab1[20]	dtab1[21]	dtab1[22]	dtab1[23]	npc_speed	unk0_cnt	unk0_tab	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	snd3[3]	snd3[4]	rb_effect_on	rb_effect_1	rb_effect_fl_1	rb_effect_2	rb_effect_fl_2	rb_effect_3	rb_effect_fl_3	rb_effect_4	rb_effect_fl_4	rb_effect_5	rb_effect_fl_5	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	unk1_tab[5]	unk1_tab[6]	unk1_tab[7]	unk1_tab[8]	unk1_tab[9]	unk1_tab[10]	unk1_tab[11]	unk1_tab[12]	unk1_tab[13]	unk1_tab[14]	unk1_tab[15]	unk1_tab[16]	unk1_tab[17]	unk1_tab[18]	unk1_tab[19]	unk1_tab[20]	unk1_tab[21]	unk1_tab[22]	unk2_cnt	unk2_tab[0]	unk2_tab[1]	unk2_tab[2]	unk2_tab[3]	unk2_tab[4]	unk2_tab[5]	unk2_tab[6]	unk2_tab[7]	unk2_tab[8]	unk2_tab[9]	unk2_tab[10]	unk2_tab[11]	unk2_tab[12]	unk2_tab[13]	unk2_tab[14]	unk2_tab[15]	unk2_tab[16]	unk2_tab[17]	unk2_tab[18]	unk2_tab[19]	unk2_tab[20]	unk2_tab[21]	unk2_tab[22]	effect	UNK_3	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?	npcend_cnt	npcend[0]	npcend[1]	npcend[2]	npcend[3]	npcend[4]	npcend[5]	npcend[6]	npcend[7]	unk1[0]	unk1[1]	unk1[2]	unk1[3]	UnknownFloat	Unknown_item	icon	UNK2[0]	UNK2[1]	UNK2[2]	UNK2[3]	UNK2[4]	UNK2[5]	UNK2[6]	UNK2[7]	UNK2[8]	UNK2[9]	UNK2[10]	UNK2[11]	UNK2[12]	UNK3[0]	UNK3[1]	UNK3[2]	UNK3[3]	UNK3[4]	Unknown_int
1542	LineageNPC2.br_local_JP_Felf	Branch.br_local_JP_Felf	1	BranchSys.local09.br_local_JP_Felf_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	5.00000000	5.00000000	3.75000000	3.75000000	0	0	0	1673	889	-1
1543	LineageNPC2.br_local_JP_MDarkelf	Branch.br_local_JP_MDarkelf	1	BranchSys.local09.br_local_JP_MDarkelf_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	5.00000000	5.00000000	3.75000000	3.75000000	0	0	0	1673	889	-1
1544	LineageNPC2.br_local_JP_Fdarkelf	Branch.br_local_JP_Fdarkelf	1	BranchSys.local09.br_local_JP_Fdarkelf_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	5.00000000	5.00000000	3.75000000	3.75000000	0	0	0	1673	889	-1
1545	LineageNPC2.br_local_JP_MDwarf	Branch.br_local_JP_MDwarf	1	BranchSys.local09.br_local_JP_MDwarf_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	5.00000000	5.00000000	3.75000000	3.75000000	0	0	0	1673	889	-1
1546	LineageNPC2.br_local_JP_FDwarf	Branch.br_local_JP_FDwarf	1	BranchSys.local09.br_local_JP_FDwarf_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	5.00000000	5.00000000	3.75000000	3.75000000	0	0	0	1673	889	-1
1547	LineageNPC2.br_local_JP_MOrc	Branch.br_local_JP_MOrc	1	BranchSys.local09.br_local_JP_MOrc_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	5.00000000	5.00000000	3.75000000	3.75000000	0	0	0	1673	889	-1
1548	LineageNPC2.br_local_JP_FOrc	Branch.br_local_JP_FOrc	1	BranchSys.local09.br_local_JP_FOrc_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	5.00000000	5.00000000	3.75000000	3.75000000	0	0	0	1673	889	-1
1571	LineageNPC2.br_pet_rose_lover_f_b	branch2.br_rose_lover_f_b_m00	3	LineageWeaponsTex.blink_slasher.blink_slasher_t00_wp	BranchSys2.event_valentine10.br_rose_lover_f_b_t00	BranchSys2.event_valentine10.br_rose_lover_f_b_t01					0			2	4416	7																							1.50000000	0		0				4	MonSound.Hit_Soul_1	MonSound.Hit_Soul_2	MonSound.Hit_Soul_3	MonSound.Hit_Soul_4		3	MonSound_Branch.lover_f_dmg_1	MonSound_Branch.lover_f_dmg_2	MonSound_Branch.lover_f_dmg_3			0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	1	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	20.00000000	180.00000000	20.00000000	180.00000000	20.00000000	180.00000000	20.00000000	14.69999981	14.69999981	17.29999924	17.29999924	0	0	0	1673	889	0
1575	LineageNPC2.br_aga_threehead	Branch2.br_aga_threehead_m00	1	BranchSys2.Agathion.br_aga_threehead_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	1	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	5.00000000	5.00000000	3.75000000	3.75000000	0	0	0	1673	889	-1
1594	LineageNPC2.br_aga_singer_dancer	Branch2.br_aga_singer_dancer_m00	1	BranchSys2.Agathion.br_aga_singer_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	1	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	5.00000000	5.00000000	3.75000000	3.75000000	0	0	0	1673	889	-1
1598	LineageNpc2.Agathion_rd	LineageNpcs2.Agathion_rd_m00	1	LineageNPCsTex2.Agathion_ST.Agathion_rd_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	30.00000000	250.00000000	30.00000000	0	1	0									0	0	0	0	-1.00000000	0	a,	0.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	180.00000000	60.00000000	2.00000000	2.00000000	4.50000000	4.50000000	0	0	0	1673	889	-1
4308	LineageNPC2.br_angel_cat	Branch2.br_angel_cat_m00	1	BranchSys2.Npc.br_angel_cat_t00							0			1	0																								1.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3			0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	1	0	4	a,Npcdialog8.cat_F_normal_greeting_01\0	a,Npcdialog8.cat_F_normal_greeting_21\0	a,Npcdialog8.cat_F_normal_greeting_19\0	a,Npcdialog8.cat_F_normal_greeting_14\0					0	0	0	0	-1.00000000	0	a,	0.00000000	140.00000000	48.00000000	140.00000000	48.00000000	140.00000000	48.00000000	140.00000000	48.00000000	6.00000000	6.00000000	16.00000000	16.00000000	0	0	0	2444	1345	-1
4309	LineageMonster.cutie_cat	LineageMonsters.cutie_cat_m00	1	LineageMonstersTex.cutie_cat_t00							0			1	0																								2.00000000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3			0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	1	0	4	a,Npcdialog8.cat_F_normal_greeting_01\0	a,Npcdialog8.cat_F_normal_greeting_21\0	a,Npcdialog8.cat_F_normal_greeting_19\0	a,Npcdialog8.cat_F_normal_greeting_14\0					0	0	0	0	-1.00000000	0	a,	0.00000000	140.00000000	25.00000000	140.00000000	25.00000000	140.00000000	25.00000000	140.00000000	25.00000000	8.00000000	8.00000000	15.00000000	15.00000000	0	0	0	8446	2355	-1
9000	LineageNPC4.a_a_casino_FHuman	LineageNPCs4.a_casino_FHuman_m00	2	LineageNpcsTex3.a_casino_fhuman_re.a_casino_fhuman_re_t00	LineageNpcsTex3.a_casino_fhuman_re.a_casino_fhuman_re_t01						0			1	0																								1.00000000	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	4	MonSound.Hit_normal_3	MonSound.Hit_Normal_4	MonSound.Hit_Normal_5	MonSound.Hit_normal_12		3	MonSound19.casino_F_dmg_1	MonSound19.casino_F_dmg_2	MonSound19.casino_F_dmg_3			0											0																								0																								LineageEffect.p_u002_a	0	30.00000000	250.00000000	30.00000000	1	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	8.00000000	8.00000000	19.00000000	19.00000000	0	0	0	8446	2355	-1
9001	LineageNPC4.a_a_casino_FHuman	LineageNPCs4.a_casino_FHuman_m00	2	LineageNpcsTex3.a_casino_fhuman_re.a_casino_fhuman_re_t00	LineageNpcsTex3.a_casino_fhuman_re.a_casino_fhuman_re_t01						0			1	0																								1.00000000	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	4	MonSound.Hit_normal_3	MonSound.Hit_Normal_4	MonSound.Hit_Normal_5	MonSound.Hit_normal_12		3	MonSound19.casino_F_dmg_1	MonSound19.casino_F_dmg_2	MonSound19.casino_F_dmg_3			0											2	10506	10506																						2	1	4294967295																						LineageEffect.p_u002_a	0	30.00000000	250.00000000	30.00000000	1	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	8.00000000	8.00000000	19.00000000	19.00000000	0	0	0	8446	2355	-1
9002	LineageMonster.cat_the_cat	LineageMonsters.cat_the_cat_m00	1	LineageMonstersTex.cat_the_cat_t00							0			2	4416	7																							0.01250000	0		0				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.catthecat_dmg_1	MonSound.catthecat_dmg_2	MonSound.catthecat_dmg_3			0											0																								0																								LineageEffect.p_u002_a	0	30.00000000	250.00000000	30.00000000	1	0	3	a,Npcdialog8.cat_M_middleage_greeting_03\0	a,Npcdialog8.cat_M_middleage_greeting_04\0	a,Npcdialog8.cat_M_middleage_greeting_09\0						0	0	0	0	-1.00000000	0	a,	0.00000000	1.00000000	40.00000000	1.00000000	40.00000000	1.00000000	40.00000000	1.00000000	40.00000000	9.00000000	9.00000000	16.00000000	16.00000000	0	0	0	8446	2355	-1
12774	LineageNPC.drop_gourd_50_sm	LineageNPCs.drop_gourd_m00	1	LineageNPCsTex.drop_gourd_t00							0			1	0																								1.00000000	0		0				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.shield_wood_4	MonSound.Hit_Wood_5		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	10.00000000	10.00000000	10.50000000	10.50000000	0	0	0	39	40	-1
12775	LineageNPC.drop_gourd	LineageNPCs.drop_gourd_m00	1	LineageNPCsTex.drop_gourd_t02							0			1	0																								1.00000000	0		0				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.shield_wood_4	MonSound.Hit_Wood_5		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	1	0									0	0	0	0	-1.00000000	0	a,	0.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	23.00000000	23.00000000	25.00000000	25.00000000	0	0	0	39	40	-1
12776	LineageNPC.drop_gourd_25_sm	LineageNPCs.drop_gourd_m00	1	LineageNPCsTex.drop_gourd_t01							0			1	0																								1.00000000	0		0				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.shield_wood_4	MonSound.Hit_Wood_5		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	1	0									0	0	0	0	-1.00000000	0	a,	0.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	15.00000000	15.00000000	16.00000000	16.00000000	0	0	0	39	40	-1
12777	LineageNPC.drop_gourd	LineageNPCs.drop_gourd_m00	1	LineageNPCsTex.drop_gourd_t02							0			1	0																								1.00000000	0		0				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.shield_wood_4	MonSound.Hit_Wood_5		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	23.00000000	23.00000000	25.00000000	25.00000000	0	0	0	39	40	-1
12778	LineageNPC.drop_gourd_50_bi	LineageNPCs.drop_gourd_m00	1	LineageNPCsTex.drop_gourd_t00							0			1	0																								1.00000000	0		0				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.shield_wood_4	MonSound.Hit_Wood_5		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	1	0									0	0	0	0	-1.00000000	0	a,	0.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	34.00000000	34.00000000	40.00000000	40.00000000	0	0	0	39	40	-1
12779	LineageNPC.drop_gourd_25_bi	LineageNPCs.drop_gourd_m00	1	LineageNPCsTex.drop_gourd_t01							0			1	0																								1.00000000	0		0				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.shield_wood_4	MonSound.Hit_Wood_5		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	1	0									0	0	0	0	-1.00000000	0	a,	0.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	100.00000000	50.00000000	28.00000000	28.00000000	31.00000000	31.00000000	0	0	0	39	40	-1
13001	LineageNPC.heart_of_warding	LineageNPCs.heart_of_warding_m00	1	LineageNPCsTex.heart_of_warding_t00							0			1	0																								1.20000005	0		0				4	MonSound.Hit_Bone_6	MonSound.Hit_Bone_2	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3		0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	0	0									0	0	0	0	-1.00000000	0	a,	0.00000000	120.00000000	50.00000000	120.00000000	50.00000000	120.00000000	50.00000000	120.00000000	50.00000000	17.00000000	17.00000000	120.00000000	120.00000000	0	0	0	2444	1345	-1
13002	LineageNPC.broadcasting_tower	LineageNpcs.castle_aden_controltower_jewel_m00	1	LineageNpcsTex.castle_aden_controltower_jewel_t00							0			1	0																								0.01000000	0		0				3	MonSound.Hit_Soul_5	MonSound.Hit_Soul_6	MonSound.Hit_Soul_8			0						0											0																								0																								LineageEffect.p_u002_a	0	50.00000000	250.00000000	30.00000000	0	1	0									0	0	0	0	-1.00000000	0	a,	0.00000000	1.00000000	50.00000000	1.00000000	50.00000000	1.00000000	50.00000000	1.00000000	50.00000000	7.00000000	7.00000000	35.00000000	35.00000000	0	0	0	342	192	-1
