id1	id2	level1	level2	id3	id4	level3	level4	name	description	desc_val	desc_add1	desc_val1	desc_add2	desc_val2
1	0	35	0	1	0	34	0	a,Triple Slash\0	a,	a,2417;10 seconds;23%\0	a,none\0	a,	a,none\0	a,
1	0	36	0	1	0	35	0	a,Triple Slash\0	a,	a,2488;10 seconds;23%\0	a,none\0	a,	a,none\0	a,
1	0	37	0	1	0	36	0	a,Triple Slash\0	a,	a,2557;10 seconds;23%\0	a,none\0	a,	a,none\0	a,
2	0	1	0	0	0	-1	-1	a,Confusion\0	a,Throws the enemy into confusion, changing their target of attack.\0	a,	a,none\0	a,	a,none\0	a,
2	0	2	0	2	0	1	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	3	0	2	0	2	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	4	0	2	0	3	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	5	0	2	0	4	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	6	0	2	0	5	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	7	0	2	0	6	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	8	0	2	0	7	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	9	0	2	0	8	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	10	0	2	0	9	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	11	0	2	0	10	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	12	0	2	0	11	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	13	0	2	0	12	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	14	0	2	0	13	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	15	0	2	0	14	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	16	0	2	0	15	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	17	0	2	0	16	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	18	0	2	0	17	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	19	0	2	0	18	0	a,Confusion\0	a,	a,	a,none\0	a,	a,none\0	a,
3	0	1	0	0	0	-1	-1	a,Power Strike\0	a,Delivers a powerful blow that strikes the target with $s1 Power added to P. Atk. Requires a sword or blunt weapon. Over-hit is possible.\0	a,30\0	a,none\0	a,	a,none\0	a,
3	0	2	0	3	0	1	0	a,Power Strike\0	a,	a,32\0	a,none\0	a,	a,none\0	a,
3	0	3	0	3	0	2	0	a,Power Strike\0	a,	a,35\0	a,none\0	a,	a,none\0	a,
3	0	4	0	3	0	3	0	a,Power Strike\0	a,	a,46\0	a,none\0	a,	a,none\0	a,
3	0	5	0	3	0	4	0	a,Power Strike\0	a,	a,51\0	a,none\0	a,	a,none\0	a,
3	0	6	0	3	0	5	0	a,Power Strike\0	a,	a,55\0	a,none\0	a,	a,none\0	a,
3	0	7	0	3	0	6	0	a,Power Strike\0	a,	a,71\0	a,none\0	a,	a,none\0	a,
3	0	8	0	3	0	7	0	a,Power Strike\0	a,	a,78\0	a,none\0	a,	a,none\0	a,
3	0	9	0	3	0	8	0	a,Power Strike\0	a,	a,84\0	a,none\0	a,	a,none\0	a,
4	0	1	0	0	0	-1	-1	a,Dash\0	a,For $s1 Speed +$s2.\0	a,15 seconds;40\0	a,none\0	a,	a,none\0	a,
4	0	2	0	4	0	1	0	a,Dash\0	a,	a,15 seconds;66\0	a,none\0	a,	a,none\0	a,
5	0	1	0	0	0	-1	-1	a,Double Sonic Slash\0	a,Recharges the sword's energy and attacks the enemy with $s1 added to P. Atk. Increases Power upon consumption of up to $s2 Momentum levels. Over-hit and Critical are possible.\0	a,918;3\0	a,none\0	a,	a,none\0	a,
5	0	2	0	5	0	1	0	a,Double Sonic Slash\0	a,	a,971;3\0	a,none\0	a,	a,none\0	a,
5	0	3	0	5	0	2	0	a,Double Sonic Slash\0	a,	a,1025;3\0	a,none\0	a,	a,none\0	a,
5	0	4	0	5	0	3	0	a,Double Sonic Slash\0	a,	a,1081;3\0	a,none\0	a,	a,none\0	a,
5	0	5	0	5	0	4	0	a,Double Sonic Slash\0	a,	a,1140;3\0	a,none\0	a,	a,none\0	a,
5	0	6	0	5	0	5	0	a,Double Sonic Slash\0	a,	a,1200;3\0	a,none\0	a,	a,none\0	a,
5	0	7	0	5	0	6	0	a,Double Sonic Slash\0	a,	a,1262;3\0	a,none\0	a,	a,none\0	a,
5	0	8	0	5	0	7	0	a,Double Sonic Slash\0	a,	a,1327;3\0	a,none\0	a,	a,none\0	a,
5	0	9	0	5	0	8	0	a,Double Sonic Slash\0	a,	a,1393;3\0	a,none\0	a,	a,none\0	a,
5	0	10	0	5	0	9	0	a,Double Sonic Slash\0	a,	a,1461;3\0	a,none\0	a,	a,none\0	a,
5	0	11	0	5	0	10	0	a,Double Sonic Slash\0	a,	a,1531;3\0	a,none\0	a,	a,none\0	a,
5	0	12	0	5	0	11	0	a,Double Sonic Slash\0	a,	a,1603;3\0	a,none\0	a,	a,none\0	a,
5	0	13	0	5	0	12	0	a,Double Sonic Slash\0	a,	a,1677;3\0	a,none\0	a,	a,none\0	a,
5	0	14	0	5	0	13	0	a,Double Sonic Slash\0	a,	a,1753;3\0	a,none\0	a,	a,none\0	a,
5	0	15	0	5	0	14	0	a,Double Sonic Slash\0	a,	a,1830;3\0	a,none\0	a,	a,none\0	a,
5	0	16	0	5	0	15	0	a,Double Sonic Slash\0	a,	a,1908;3\0	a,none\0	a,	a,none\0	a,
5	0	17	0	5	0	16	0	a,Double Sonic Slash\0	a,	a,1988;3\0	a,none\0	a,	a,none\0	a,
5	0	18	0	5	0	17	0	a,Double Sonic Slash\0	a,	a,2070;3\0	a,none\0	a,	a,none\0	a,
5	0	19	0	5	0	18	0	a,Double Sonic Slash\0	a,	a,2153;3\0	a,none\0	a,	a,none\0	a,
5	0	20	0	5	0	19	0	a,Double Sonic Slash\0	a,	a,2237;3\0	a,none\0	a,	a,none\0	a,
5	0	21	0	5	0	20	0	a,Double Sonic Slash\0	a,	a,2322;3\0	a,none\0	a,	a,none\0	a,
5	0	22	0	5	0	21	0	a,Double Sonic Slash\0	a,	a,2408;3\0	a,none\0	a,	a,none\0	a,
5	0	23	0	5	0	22	0	a,Double Sonic Slash\0	a,	a,2494;3\0	a,none\0	a,	a,none\0	a,
5	0	24	0	5	0	23	0	a,Double Sonic Slash\0	a,	a,2581;3\0	a,none\0	a,	a,none\0	a,
5	0	25	0	5	0	24	0	a,Double Sonic Slash\0	a,	a,2669;3\0	a,none\0	a,	a,none\0	a,
5	0	26	0	5	0	25	0	a,Double Sonic Slash\0	a,	a,2757;3\0	a,none\0	a,	a,none\0	a,
5	0	27	0	5	0	26	0	a,Double Sonic Slash\0	a,	a,2846;3\0	a,none\0	a,	a,none\0	a,
5	0	28	0	5	0	27	0	a,Double Sonic Slash\0	a,	a,2934;3\0	a,none\0	a,	a,none\0	a,
5	0	29	0	5	0	28	0	a,Double Sonic Slash\0	a,	a,3022;3\0	a,none\0	a,	a,none\0	a,
5	0	30	0	5	0	29	0	a,Double Sonic Slash\0	a,	a,3109;3\0	a,none\0	a,	a,none\0	a,
5	0	31	0	5	0	30	0	a,Double Sonic Slash\0	a,	a,3196;3\0	a,none\0	a,	a,none\0	a,
6	0	1	0	0	0	-1	-1	a,Sonic Blaster\0	a,Hurls a deadly blast of force from the sword with $s1 Power added to P. Atk, stunning the target for $s2. Requires a dualsword, sword or blunt to be equipped. Power increases upon consumption of $s3 Momentum Levels. Over-hit and Critical are possible.\0	a,369;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	2	0	6	0	1	0	a,Sonic Blaster\0	a,	a,392;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	3	0	6	0	2	0	a,Sonic Blaster\0	a,	a,417;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	4	0	6	0	3	0	a,Sonic Blaster\0	a,	a,442;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	5	0	6	0	4	0	a,Sonic Blaster\0	a,	a,469;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	6	0	6	0	5	0	a,Sonic Blaster\0	a,	a,496;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	7	0	6	0	6	0	a,Sonic Blaster\0	a,	a,525;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	8	0	6	0	7	0	a,Sonic Blaster\0	a,	a,555;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	9	0	6	0	8	0	a,Sonic Blaster\0	a,	a,586;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	10	0	6	0	9	0	a,Sonic Blaster\0	a,	a,618;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	11	0	6	0	10	0	a,Sonic Blaster\0	a,	a,651;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	12	0	6	0	11	0	a,Sonic Blaster\0	a,	a,686;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	13	0	6	0	12	0	a,Sonic Blaster\0	a,	a,722;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	14	0	6	0	13	0	a,Sonic Blaster\0	a,	a,758;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	15	0	6	0	14	0	a,Sonic Blaster\0	a,	a,796;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	16	0	6	0	15	0	a,Sonic Blaster\0	a,	a,835;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	17	0	6	0	16	0	a,Sonic Blaster\0	a,	a,875;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	18	0	6	0	17	0	a,Sonic Blaster\0	a,	a,916;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	19	0	6	0	18	0	a,Sonic Blaster\0	a,	a,959;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	20	0	6	0	19	0	a,Sonic Blaster\0	a,	a,1002;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	21	0	6	0	20	0	a,Sonic Blaster\0	a,	a,1046;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	22	0	6	0	21	0	a,Sonic Blaster\0	a,	a,1091;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	23	0	6	0	22	0	a,Sonic Blaster\0	a,	a,1136;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	24	0	6	0	23	0	a,Sonic Blaster\0	a,	a,1183;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	25	0	6	0	24	0	a,Sonic Blaster\0	a,	a,1230;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	26	0	6	0	25	0	a,Sonic Blaster\0	a,	a,1278;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	27	0	6	0	26	0	a,Sonic Blaster\0	a,	a,1327;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	28	0	6	0	27	0	a,Sonic Blaster\0	a,	a,1376;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	29	0	6	0	28	0	a,Sonic Blaster\0	a,	a,1425;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	30	0	6	0	29	0	a,Sonic Blaster\0	a,	a,1475;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	31	0	6	0	30	0	a,Sonic Blaster\0	a,	a,1525;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	32	0	6	0	31	0	a,Sonic Blaster\0	a,	a,1576;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	33	0	6	0	32	0	a,Sonic Blaster\0	a,	a,1626;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	34	0	6	0	33	0	a,Sonic Blaster\0	a,	a,1677;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	35	0	6	0	34	0	a,Sonic Blaster\0	a,	a,1727;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	36	0	6	0	35	0	a,Sonic Blaster\0	a,	a,1777;5 seconds;2\0	a,none\0	a,	a,none\0	a,
6	0	37	0	6	0	36	0	a,Sonic Blaster\0	a,	a,1827;5 seconds;2\0	a,none\0	a,	a,none\0	a,
7	0	1	0	0	0	-1	-1	a,Sonic Storm\0	a,Attacks near the enemy with $s1 Power added to P. Atk. Requires a sword, blunt weapon, spear, fist weapon, or dualsword. Increases Power upon consumption of up to $s2 Momentum levels. Over-hit. Critical hit.\0	a,155;2\0	a,none\0	a,	a,none\0	a,
7	0	2	0	7	0	1	0	a,Sonic Storm\0	a,	a,163;2\0	a,none\0	a,	a,none\0	a,
7	0	3	0	7	0	2	0	a,Sonic Storm\0	a,	a,172;2\0	a,none\0	a,	a,none\0	a,
7	0	4	0	7	0	3	0	a,Sonic Storm\0	a,	a,181;2\0	a,none\0	a,	a,none\0	a,
7	0	5	0	7	0	4	0	a,Sonic Storm\0	a,	a,190;2\0	a,none\0	a,	a,none\0	a,
7	0	6	0	7	0	5	0	a,Sonic Storm\0	a,	a,199;2\0	a,none\0	a,	a,none\0	a,
7	0	7	0	7	0	6	0	a,Sonic Storm\0	a,	a,209;2\0	a,none\0	a,	a,none\0	a,
7	0	8	0	7	0	7	0	a,Sonic Storm\0	a,	a,219;2\0	a,none\0	a,	a,none\0	a,
7	0	9	0	7	0	8	0	a,Sonic Storm\0	a,	a,229;2\0	a,none\0	a,	a,none\0	a,
7	0	10	0	7	0	9	0	a,Sonic Storm\0	a,	a,240;2\0	a,none\0	a,	a,none\0	a,
7	0	11	0	7	0	10	0	a,Sonic Storm\0	a,	a,251;2\0	a,none\0	a,	a,none\0	a,
7	0	12	0	7	0	11	0	a,Sonic Storm\0	a,	a,262;2\0	a,none\0	a,	a,none\0	a,
7	0	13	0	7	0	12	0	a,Sonic Storm\0	a,	a,273;2\0	a,none\0	a,	a,none\0	a,
7	0	14	0	7	0	13	0	a,Sonic Storm\0	a,	a,284;2\0	a,none\0	a,	a,none\0	a,
7	0	15	0	7	0	14	0	a,Sonic Storm\0	a,	a,296;2\0	a,none\0	a,	a,none\0	a,
7	0	16	0	7	0	15	0	a,Sonic Storm\0	a,	a,308;2\0	a,none\0	a,	a,none\0	a,
7	0	17	0	7	0	16	0	a,Sonic Storm\0	a,	a,320;2\0	a,none\0	a,	a,none\0	a,
7	0	18	0	7	0	17	0	a,Sonic Storm\0	a,	a,332;2\0	a,none\0	a,	a,none\0	a,
7	0	19	0	7	0	18	0	a,Sonic Storm\0	a,	a,344;2\0	a,none\0	a,	a,none\0	a,
7	0	20	0	7	0	19	0	a,Sonic Storm\0	a,	a,357;2\0	a,none\0	a,	a,none\0	a,
7	0	21	0	7	0	20	0	a,Sonic Storm\0	a,	a,369;2\0	a,none\0	a,	a,none\0	a,
7	0	22	0	7	0	21	0	a,Sonic Storm\0	a,	a,382;2\0	a,none\0	a,	a,none\0	a,
7	0	23	0	7	0	22	0	a,Sonic Storm\0	a,	a,394;2\0	a,none\0	a,	a,none\0	a,
7	0	24	0	7	0	23	0	a,Sonic Storm\0	a,	a,407;2\0	a,none\0	a,	a,none\0	a,
7	0	25	0	7	0	24	0	a,Sonic Storm\0	a,	a,420;2\0	a,none\0	a,	a,none\0	a,
7	0	26	0	7	0	25	0	a,Sonic Storm\0	a,	a,432;2\0	a,none\0	a,	a,none\0	a,
7	0	27	0	7	0	26	0	a,Sonic Storm\0	a,	a,445;2\0	a,none\0	a,	a,none\0	a,
7	0	28	0	7	0	27	0	a,Sonic Storm\0	a,	a,457;2\0	a,none\0	a,	a,none\0	a,
8	0	1	0	0	0	-1	-1	a,Sonic Focus\0	a,Channels Momentum for use with other Sonic skills. Requires a sword, blunt weapon, or dualsword weapon. Momentum will disperse after 10 minutes of non-use. Can be charged up to level $s1.\0	a,1\0	a,none\0	a,	a,none\0	a,
8	0	2	0	8	0	1	0	a,Sonic Focus\0	a,	a,2\0	a,none\0	a,	a,none\0	a,
8	0	3	0	8	0	2	0	a,Sonic Focus\0	a,	a,3\0	a,none\0	a,	a,none\0	a,
8	0	4	0	8	0	3	0	a,Sonic Focus\0	a,	a,4\0	a,none\0	a,	a,none\0	a,
8	0	5	0	8	0	4	0	a,Sonic Focus\0	a,	a,5\0	a,none\0	a,	a,none\0	a,
8	0	6	0	8	0	5	0	a,Sonic Focus\0	a,	a,6\0	a,none\0	a,	a,none\0	a,
8	0	7	0	8	0	6	0	a,Sonic Focus\0	a,	a,7\0	a,none\0	a,	a,none\0	a,
8	0	8	0	8	0	7	0	a,Sonic Focus\0	a,	a,8\0	a,none\0	a,	a,none\0	a,
9	0	1	0	0	0	-1	-1	a,Sonic Buster\0	a,Hurls a powerful burst of energy at enemies in front with $s1 Power added to P. Atk. Requires a dualsword, sword or blunt weapon. Increases Power upon consumption of up to $s3 Momentum levels. Consumes $s2 Momentum Stones. Over-hit and Critical are possible.\0	a,111;3;2\0	a,none\0	a,	a,none\0	a,
9	0	2	0	9	0	1	0	a,Sonic Buster\0	a,	a,118;3;2\0	a,none\0	a,	a,none\0	a,
9	0	3	0	9	0	2	0	a,Sonic Buster\0	a,	a,124;3;2\0	a,none\0	a,	a,none\0	a,
9	0	4	0	9	0	3	0	a,Sonic Buster\0	a,	a,132;3;2\0	a,none\0	a,	a,none\0	a,
9	0	5	0	9	0	4	0	a,Sonic Buster\0	a,	a,139;3;2\0	a,none\0	a,	a,none\0	a,
9	0	6	0	9	0	5	0	a,Sonic Buster\0	a,	a,147;3;2\0	a,none\0	a,	a,none\0	a,
9	0	7	0	9	0	6	0	a,Sonic Buster\0	a,	a,155;3;2\0	a,none\0	a,	a,none\0	a,
9	0	8	0	9	0	7	0	a,Sonic Buster\0	a,	a,163;3;2\0	a,none\0	a,	a,none\0	a,
9	0	9	0	9	0	8	0	a,Sonic Buster\0	a,	a,172;3;2\0	a,none\0	a,	a,none\0	a,
9	0	10	0	9	0	9	0	a,Sonic Buster\0	a,	a,181;3;2\0	a,none\0	a,	a,none\0	a,
9	0	11	0	9	0	10	0	a,Sonic Buster\0	a,	a,190;3;2\0	a,none\0	a,	a,none\0	a,
9	0	12	0	9	0	11	0	a,Sonic Buster\0	a,	a,199;3;2\0	a,none\0	a,	a,none\0	a,
9	0	13	0	9	0	12	0	a,Sonic Buster\0	a,	a,209;3;2\0	a,none\0	a,	a,none\0	a,
9	0	14	0	9	0	13	0	a,Sonic Buster\0	a,	a,219;3;2\0	a,none\0	a,	a,none\0	a,
9	0	15	0	9	0	14	0	a,Sonic Buster\0	a,	a,229;3;2\0	a,none\0	a,	a,none\0	a,
9	0	16	0	9	0	15	0	a,Sonic Buster\0	a,	a,240;3;2\0	a,none\0	a,	a,none\0	a,
9	0	17	0	9	0	16	0	a,Sonic Buster\0	a,	a,251;3;2\0	a,none\0	a,	a,none\0	a,
9	0	18	0	9	0	17	0	a,Sonic Buster\0	a,	a,262;3;2\0	a,none\0	a,	a,none\0	a,
9	0	19	0	9	0	18	0	a,Sonic Buster\0	a,	a,273;3;2\0	a,none\0	a,	a,none\0	a,
9	0	20	0	9	0	19	0	a,Sonic Buster\0	a,	a,284;3;2\0	a,none\0	a,	a,none\0	a,
9	0	21	0	9	0	20	0	a,Sonic Buster\0	a,	a,296;3;2\0	a,none\0	a,	a,none\0	a,
9	0	22	0	9	0	21	0	a,Sonic Buster\0	a,	a,308;3;2\0	a,none\0	a,	a,none\0	a,
9	0	23	0	9	0	22	0	a,Sonic Buster\0	a,	a,320;3;2\0	a,none\0	a,	a,none\0	a,
9	0	24	0	9	0	23	0	a,Sonic Buster\0	a,	a,332;3;2\0	a,none\0	a,	a,none\0	a,
9	0	25	0	9	0	24	0	a,Sonic Buster\0	a,	a,344;3;2\0	a,none\0	a,	a,none\0	a,
9	0	26	0	9	0	25	0	a,Sonic Buster\0	a,	a,357;3;2\0	a,none\0	a,	a,none\0	a,
9	0	27	0	9	0	26	0	a,Sonic Buster\0	a,	a,369;3;2\0	a,none\0	a,	a,none\0	a,
9	0	28	0	9	0	27	0	a,Sonic Buster\0	a,	a,382;3;2\0	a,none\0	a,	a,none\0	a,
9	0	29	0	9	0	28	0	a,Sonic Buster\0	a,	a,394;3;2\0	a,none\0	a,	a,none\0	a,
9	0	30	0	9	0	29	0	a,Sonic Buster\0	a,	a,407;3;2\0	a,none\0	a,	a,none\0	a,
9	0	31	0	9	0	30	0	a,Sonic Buster\0	a,	a,420;3;2\0	a,none\0	a,	a,none\0	a,
9	0	32	0	9	0	31	0	a,Sonic Buster\0	a,	a,432;3;2\0	a,none\0	a,	a,none\0	a,
9	0	33	0	9	0	32	0	a,Sonic Buster\0	a,	a,445;3;2\0	a,none\0	a,	a,none\0	a,
9	0	34	0	9	0	33	0	a,Sonic Buster\0	a,	a,457;3;2\0	a,none\0	a,	a,none\0	a,
10	0	1	0	0	0	-1	-1	a,Summon Storm Cubic\0	a,Summons a storm cubic that inflicts damage on the enemy with magic. Consumes $s1 Spirit Ore when summoning.\0	a,4\0	a,none\0	a,	a,none\0	a,
10	0	2	0	10	0	1	0	a,Summon Storm Cubic\0	a,	a,5\0	a,none\0	a,	a,none\0	a,
10	0	3	0	10	0	2	0	a,Summon Storm Cubic\0	a,	a,7\0	a,none\0	a,	a,none\0	a,
10	0	4	0	10	0	3	0	a,Summon Storm Cubic\0	a,	a,7\0	a,none\0	a,	a,none\0	a,
10	0	5	0	10	0	4	0	a,Summon Storm Cubic\0	a,	a,8\0	a,none\0	a,	a,none\0	a,
10	0	6	0	10	0	5	0	a,Summon Storm Cubic\0	a,	a,10\0	a,none\0	a,	a,none\0	a,
10	0	7	0	10	0	6	0	a,Summon Storm Cubic\0	a,	a,11\0	a,none\0	a,	a,none\0	a,
10	0	8	0	10	0	7	0	a,Summon Storm Cubic\0	a,	a,11\0	a,none\0	a,	a,none\0	a,
11	0	1	0	0	0	-1	-1	a,Trick\0	a,Reduces the enemy's aggressive tendencies, causing them to cancel their target. Requires a dagger.\0	a,	a,none\0	a,	a,none\0	a,
11	0	2	0	11	0	1	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
11	0	3	0	11	0	2	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
11	0	4	0	11	0	3	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
11	0	5	0	11	0	4	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
11	0	6	0	11	0	5	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
11	0	7	0	11	0	6	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
11	0	8	0	11	0	7	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
11	0	9	0	11	0	8	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
11	0	10	0	11	0	9	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
11	0	11	0	11	0	10	0	a,Trick\0	a,	a,	a,none\0	a,	a,none\0	a,
