skill_id	skill_level	oper_type	UNK_0	mp_consume	cast_style	cast_range	UNK_1	hit_time[0]	hit_time[1]	hit_time[2]	is_magic	UNK_3[0]	UNK_3[1]	UNK_3[2]	UNK	CNT_0	ani_char[0]	ani_char[1]	desc	icon_name	icon_name2	extra_eff	is_ench	ench_skill_id	hp_consume	nonetext1	UNK_4[0]	UNK_4[1]	UNK_4[2]	UNK_4[3]	nonetext2
1	25	0	0	1	73	40	9	1.73300004	0.16700000	3.00000000	-345	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	26	0	0	1	74	40	9	1.73300004	0.16700000	3.00000000	-350	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	27	0	0	1	75	40	9	1.73300004	0.16700000	3.00000000	-354	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	28	0	0	1	77	40	9	1.73300004	0.16700000	3.00000000	-358	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	29	0	0	1	78	40	9	1.73300004	0.16700000	3.00000000	-362	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	30	0	0	1	79	40	9	1.73300004	0.16700000	3.00000000	-366	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	31	0	0	1	80	40	9	1.73300004	0.16700000	3.00000000	-370	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	32	0	0	1	82	40	9	1.73300004	0.16700000	3.00000000	-373	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	33	0	0	1	83	40	9	1.73300004	0.16700000	3.00000000	-377	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	34	0	0	1	84	40	9	1.73300004	0.16700000	3.00000000	-380	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	35	0	0	1	85	40	9	1.73300004	0.16700000	3.00000000	-383	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	36	0	0	1	86	40	9	1.73300004	0.16700000	3.00000000	-386	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
1	37	0	0	1	86	40	9	1.73300004	0.16700000	3.00000000	-388	0	0	0	0	1	Mix05		1	icon.skill0001		1	0	0	0	a,none\0	0	9	11	0	a,none\0
2	1	1	0	0	12	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	2	1	0	0	13	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	3	1	0	0	14	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	4	1	0	0	17	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	5	1	0	0	18	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	6	1	0	0	19	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	7	1	0	0	22	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	8	1	0	0	23	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	9	1	0	0	24	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	10	1	0	0	25	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	11	1	0	0	28	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	12	1	0	0	28	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	13	1	0	0	29	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	14	1	0	0	30	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	15	1	0	0	32	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	16	1	0	0	33	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	17	1	0	0	33	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	18	1	0	0	34	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
2	19	1	0	0	35	600	1	1.50000000	0.00000000	5.00000000	0	1	0	0	0	1	C		2	icon.skill0002		0	0	0	0	a,none\0	0	9	-1	0	a,none\0
3	1	0	0	0	9	40	3	1.08000004	0.72000003	3.00000000	-52	0	0	0	0	1	S		3	icon.skill0003		0	0	0	0	a,none\0	0	9	11	0	a,none\0
3	2	0	0	0	9	40	3	1.08000004	0.72000003	3.00000000	-54	0	0	0	0	1	S		3	icon.skill0003		0	0	0	0	a,none\0	0	9	11	0	a,none\0
3	3	0	0	0	10	40	3	1.08000004	0.72000003	3.00000000	-57	0	0	0	0	1	S		3	icon.skill0003		0	0	0	0	a,none\0	0	9	11	0	a,none\0
3	4	0	0	0	11	40	3	1.08000004	0.72000003	3.00000000	-64	0	0	0	0	1	S		3	icon.skill0003		0	0	0	0	a,none\0	0	9	11	0	a,none\0
3	5	0	0	0	12	40	3	1.08000004	0.72000003	3.00000000	-67	0	0	0	0	1	S		3	icon.skill0003		0	0	0	0	a,none\0	0	9	11	0	a,none\0
3	6	0	0	0	13	40	3	1.08000004	0.72000003	3.00000000	-70	0	0	0	0	1	S		3	icon.skill0003		0	0	0	0	a,none\0	0	9	11	0	a,none\0
3	7	0	0	0	16	40	3	1.08000004	0.72000003	3.00000000	-79	0	0	0	0	1	S		3	icon.skill0003		0	0	0	0	a,none\0	0	9	11	0	a,none\0
3	8	0	0	0	16	40	3	1.08000004	0.72000003	3.00000000	-83	0	0	0	0	1	S		3	icon.skill0003		0	0	0	0	a,none\0	0	9	11	0	a,none\0
3	9	0	0	0	17	40	3	1.08000004	0.72000003	3.00000000	-86	0	0	0	0	1	S		3	icon.skill0003		0	0	0	0	a,none\0	0	9	11	0	a,none\0
4	1	2	0	1	10	-1	1	1.00000000	0.00000000	30.00000000	204	0	0	0	0	1	X		4	icon.skill0004		0	0	0	0	a,none\0	0	8	10	0	a,none\0
4	2	2	0	1	21	-1	1	1.00000000	0.00000000	30.00000000	438	0	0	0	0	1	X		4	icon.skill0004		0	0	0	0	a,none\0	0	8	10	0	a,none\0
5	1	0	0	0	59	40	9	1.73300004	0.16700000	3.00000000	-372	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	2	0	0	0	60	40	9	1.73300004	0.16700000	3.00000000	-381	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	3	0	0	0	62	40	9	1.73300004	0.16700000	3.00000000	-389	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	4	0	0	0	64	40	9	1.73300004	0.16700000	3.00000000	-398	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	5	0	0	0	66	40	9	1.73300004	0.16700000	3.00000000	-407	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	6	0	0	0	67	40	9	1.73300004	0.16700000	3.00000000	-415	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	7	0	0	0	69	40	9	1.73300004	0.16700000	3.00000000	-424	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	8	0	0	0	69	40	9	1.73300004	0.16700000	3.00000000	-432	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	9	0	0	0	71	40	9	1.73300004	0.16700000	3.00000000	-440	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	10	0	0	0	73	40	9	1.73300004	0.16700000	3.00000000	-449	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	11	0	0	0	75	40	9	1.73300004	0.16700000	3.00000000	-457	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	12	0	0	0	76	40	9	1.73300004	0.16700000	3.00000000	-465	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	13	0	0	0	78	40	9	1.73300004	0.16700000	3.00000000	-473	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	14	0	0	0	80	40	9	1.73300004	0.16700000	3.00000000	-481	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	15	0	0	0	82	40	9	1.73300004	0.16700000	3.00000000	-488	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	16	0	0	0	83	40	9	1.73300004	0.16700000	3.00000000	-496	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	17	0	0	0	85	40	9	1.73300004	0.16700000	3.00000000	-503	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	18	0	0	0	85	40	9	1.73300004	0.16700000	3.00000000	-510	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	19	0	0	0	87	40	9	1.73300004	0.16700000	3.00000000	-517	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	20	0	0	0	89	40	9	1.73300004	0.16700000	3.00000000	-524	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	21	0	0	0	90	40	9	1.73300004	0.16700000	3.00000000	-531	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	22	0	0	0	92	40	9	1.73300004	0.16700000	3.00000000	-537	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	23	0	0	0	93	40	9	1.73300004	0.16700000	3.00000000	-543	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	24	0	0	0	95	40	9	1.73300004	0.16700000	3.00000000	-549	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	25	0	0	0	96	40	9	1.73300004	0.16700000	3.00000000	-555	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	26	0	0	0	98	40	9	1.73300004	0.16700000	3.00000000	-560	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	27	0	0	0	99	40	9	1.73300004	0.16700000	3.00000000	-565	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	28	0	0	0	101	40	9	1.73300004	0.16700000	3.00000000	-570	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	29	0	0	0	102	40	9	1.73300004	0.16700000	3.00000000	-574	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	30	0	0	0	104	40	9	1.73300004	0.16700000	3.00000000	-578	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
5	31	0	0	0	105	40	9	1.73300004	0.16700000	3.00000000	-582	0	0	0	0	1	Mix04		5	icon.skill0005		0	0	0	0	a,none\0	0	9	11	0	a,none\0
6	1	0	0	1	53	600	10	1.89999998	0.00000000	3.00000000	-183	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	2	0	0	1	55	600	10	1.89999998	0.00000000	3.00000000	-188	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	3	0	0	1	57	600	10	1.89999998	0.00000000	3.00000000	-193	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	4	0	0	1	57	600	10	1.89999998	0.00000000	3.00000000	-198	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	5	0	0	1	59	600	10	1.89999998	0.00000000	3.00000000	-203	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	6	0	0	1	61	600	10	1.89999998	0.00000000	3.00000000	-208	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	7	0	0	1	63	600	10	1.89999998	0.00000000	3.00000000	-213	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	8	0	0	1	63	600	10	1.89999998	0.00000000	3.00000000	-218	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	9	0	0	1	65	600	10	1.89999998	0.00000000	3.00000000	-223	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	10	0	0	1	67	600	10	1.89999998	0.00000000	3.00000000	-228	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	11	0	0	1	69	600	10	1.89999998	0.00000000	3.00000000	-233	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	12	0	0	1	71	600	10	1.89999998	0.00000000	3.00000000	-237	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	13	0	0	1	74	600	10	1.89999998	0.00000000	3.00000000	-242	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	14	0	0	1	74	600	10	1.89999998	0.00000000	3.00000000	-247	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	15	0	0	1	76	600	10	1.89999998	0.00000000	3.00000000	-252	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	16	0	0	1	78	600	10	1.89999998	0.00000000	3.00000000	-257	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	17	0	0	1	80	600	10	1.89999998	0.00000000	3.00000000	-261	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	18	0	0	1	80	600	10	1.89999998	0.00000000	3.00000000	-266	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	19	0	0	1	82	600	10	1.89999998	0.00000000	3.00000000	-271	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	20	0	0	1	84	600	10	1.89999998	0.00000000	3.00000000	-275	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	21	0	0	1	86	600	10	1.89999998	0.00000000	3.00000000	-279	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	22	0	0	1	88	600	10	1.89999998	0.00000000	3.00000000	-284	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	23	0	0	1	90	600	10	1.89999998	0.00000000	3.00000000	-288	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	24	0	0	1	90	600	10	1.89999998	0.00000000	3.00000000	-292	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	25	0	0	1	92	600	10	1.89999998	0.00000000	3.00000000	-296	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	26	0	0	1	95	600	10	1.89999998	0.00000000	3.00000000	-300	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	27	0	0	1	95	600	10	1.89999998	0.00000000	3.00000000	-304	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	28	0	0	1	97	600	10	1.89999998	0.00000000	3.00000000	-307	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	29	0	0	1	99	600	10	1.89999998	0.00000000	3.00000000	-311	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	30	0	0	1	101	600	10	1.89999998	0.00000000	3.00000000	-314	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	31	0	0	1	101	600	10	1.89999998	0.00000000	3.00000000	-317	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	32	0	0	1	103	600	10	1.89999998	0.00000000	3.00000000	-320	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	33	0	0	1	105	600	10	1.89999998	0.00000000	3.00000000	-323	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	34	0	0	1	107	600	10	1.89999998	0.00000000	3.00000000	-326	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	35	0	0	1	107	600	10	1.89999998	0.00000000	3.00000000	-328	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	36	0	0	1	109	600	10	1.89999998	0.00000000	3.00000000	-331	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
6	37	0	0	1	111	600	10	1.89999998	0.00000000	3.00000000	-333	0	0	0	0	1	Mix06		6	icon.skill0006		1	0	0	0	a,none\0	0	9	11	0	a,none\0
7	1	0	0	0	55	500	10	1.78999996	0.30000001	10.00000000	-114	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	2	0	0	0	56	500	10	1.78999996	0.30000001	10.00000000	-117	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	3	0	0	0	58	500	10	1.78999996	0.30000001	10.00000000	-119	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	4	0	0	0	59	500	10	1.78999996	0.30000001	10.00000000	-121	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	5	0	0	0	59	500	10	1.78999996	0.30000001	10.00000000	-124	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	6	0	0	0	61	500	10	1.78999996	0.30000001	10.00000000	-126	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	7	0	0	0	62	500	10	1.78999996	0.30000001	10.00000000	-129	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	8	0	0	0	64	500	10	1.78999996	0.30000001	10.00000000	-131	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	9	0	0	0	65	500	10	1.78999996	0.30000001	10.00000000	-133	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	10	0	0	0	67	500	10	1.78999996	0.30000001	10.00000000	-136	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	11	0	0	0	69	500	10	1.78999996	0.30000001	10.00000000	-138	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	12	0	0	0	70	500	10	1.78999996	0.30000001	10.00000000	-140	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	13	0	0	0	71	500	10	1.78999996	0.30000001	10.00000000	-142	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	14	0	0	0	73	500	10	1.78999996	0.30000001	10.00000000	-144	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	15	0	0	0	73	500	10	1.78999996	0.30000001	10.00000000	-146	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
7	16	0	0	0	75	500	10	1.78999996	0.30000001	10.00000000	-148	0	0	0	0	1	Mix07		7	icon.skill0007		0	0	0	0	a,none\0	0	9	11	0	a,none\0
